email,id,category,source,status,detail
editors-noreply@linkedin.com,8927,REMOVE,remove-all.csv,deleted,"Deleted by email"
email@e.godaddy.com,9039,REMOVE,remove-all.csv,deleted,"Deleted by email"
email@email.aarp.org,9041,REMOVE,remove-all.csv,deleted,"Deleted by email"
engagement@marketing.descript.com,9073,REMOVE,remove-all.csv,deleted,"Deleted by email"
english-personalized-digest@quora.com,9075,REMOVE,remove-all.csv,deleted,"Deleted by email"
squirrelites@engage.canva.com,9076,REMOVE,remove-all.csv,deleted,"Deleted by email"
english-quora-digest@quora.com,9077,REMOVE,remove-all.csv,deleted,"Deleted by email"
start@engage.canva.com,9132,REMOVE,remove-all.csv,deleted,"Deleted by email"
events@marketing.descript.com,9157,REMOVE,remove-all.csv,deleted,"Deleted by email"
events@send.zapier.com,9159,REMOVE,remove-all.csv,deleted,"Deleted by email"
studio-team@emails.wix.com,9166,REMOVE,remove-all.csv,deleted,"Deleted by email"
sugar-connect-noreply@cloud.sugarcrm.com,9172,REMOVE,remove-all.csv,deleted,"Deleted by email"
system-noreply@nonprofitready.org,9208,REMOVE,remove-all.csv,deleted,"Deleted by email"
t-mobileforbusiness@notifications.t-mobile.com,9218,REMOVE,remove-all.csv,deleted,"Deleted by email"
forms-receipts-noreply@google.com,9251,REMOVE,remove-all.csv,deleted,"Deleted by email"
franc@newsletter.zeffy.com,9259,REMOVE,remove-all.csv,deleted,"Deleted by email"
team@email.anthropic.com,9274,REMOVE,remove-all.csv,deleted,"Deleted by email"
teamzoom@e.zoom.us,9290,REMOVE,remove-all.csv,deleted,"Deleted by email"
test@test.com,9308,REMOVE,remove-all.csv,deleted,"Deleted by email"
theqnswaypark@59772397.mailchimpapp.com,9342,REMOVE,remove-all.csv,deleted,"Deleted by email"
global-seller@email.alibaba.com,9381,REMOVE,remove-all.csv,deleted,"Deleted by email"
tmobileforbusiness@tmobiz.t-mobile.com,9406,REMOVE,remove-all.csv,deleted,"Deleted by email"
google-certs@em.coursera.org,9413,REMOVE,remove-all.csv,deleted,"Deleted by email"
google-maps-noreply@google.com,9415,REMOVE,remove-all.csv,deleted,"Deleted by email"
google-maps-platform-noreply@google.com,9417,REMOVE,remove-all.csv,deleted,"Deleted by email"
google-workspace-alerts-noreply@google.com,9419,REMOVE,remove-all.csv,deleted,"Deleted by email"
googlefornonprofits-noreply@google.com,9423,REMOVE,remove-all.csv,deleted,"Deleted by email"
googleworkspace-noreply@google.com,9425,REMOVE,remove-all.csv,deleted,"Deleted by email"
govsdr@em.coursera.org,9435,REMOVE,remove-all.csv,deleted,"Deleted by email"
gregory+2eharmon=printyourcause.com@notifybf2.hubspot.com,9475,REMOVE,remove-all.csv,deleted,"Deleted by email"
twilio-notifications@twilio.com,9480,REMOVE,remove-all.csv,deleted,"Deleted by email"
unitedkingdom-space@quora.com,9500,REMOVE,remove-all.csv,deleted,"Deleted by email"
updates-en@newsletter.printful.com,9502,REMOVE,remove-all.csv,deleted,"Deleted by email"
updates-noreply@linkedin.com,9504,REMOVE,remove-all.csv,deleted,"Deleted by email"
updates@marketing.descript.com,9506,REMOVE,remove-all.csv,deleted,"Deleted by email"
upwork@email.upwork.com,9510,REMOVE,remove-all.csv,deleted,"Deleted by email"
upwork@t.upwork.com,9512,REMOVE,remove-all.csv,deleted,"Deleted by email"
harmony4allinfo@blog.wixnotifications.com,9565,REMOVE,remove-all.csv,deleted,"Deleted by email"
harmony4allinfo@pb07.wixemails.com,9567,REMOVE,remove-all.csv,deleted,"Deleted by email"
harmony4allinfo@wixsiteautomations.com,9569,REMOVE,remove-all.csv,deleted,"Deleted by email"
voice_customer@feedback.t-mobile.com,9606,REMOVE,remove-all.csv,deleted,"Deleted by email"
hello@e.bitly.com,9621,REMOVE,remove-all.csv,deleted,"Deleted by email"
hello@e.charitynavigator.org,9623,REMOVE,remove-all.csv,deleted,"Deleted by email"
hello@email.sadapay.pk,9625,REMOVE,remove-all.csv,deleted,"Deleted by email"
webinars@send.calendly.com,9668,REMOVE,remove-all.csv,deleted,"Deleted by email"
welcome@engage.canva.com,9678,REMOVE,remove-all.csv,deleted,"Deleted by email"
welovedrugs-space@quora.com,9680,REMOVE,remove-all.csv,deleted,"Deleted by email"
wix-team@emails.wix.com,9710,REMOVE,remove-all.csv,deleted,"Deleted by email"
wix-team@messages.wix.com,9712,REMOVE,remove-all.csv,deleted,"Deleted by email"
wix-team@notification.wix.com,9714,REMOVE,remove-all.csv,deleted,"Deleted by email"
wix-team@notifications.wix.com,9716,REMOVE,remove-all.csv,deleted,"Deleted by email"
wix-team@team.wix.com,9718,REMOVE,remove-all.csv,deleted,"Deleted by email"
workspace-noreply@google.com,9736,REMOVE,remove-all.csv,deleted,"Deleted by email"
insights@emails.wix.com,9791,REMOVE,remove-all.csv,deleted,"Deleted by email"
intuit@eq.intuit.com,9797,REMOVE,remove-all.csv,deleted,"Deleted by email"
intuit@mkt.intuit.com,9799,REMOVE,remove-all.csv,deleted,"Deleted by email"
intuit@notifications.intuit.com,9801,REMOVE,remove-all.csv,deleted,"Deleted by email"
invitations@alignable.com,9805,REMOVE,remove-all.csv,deleted,"Deleted by email"
invitations@linkedin.com,9807,REMOVE,remove-all.csv,deleted,"Deleted by email"
yourrights-space@quora.com,9844,REMOVE,remove-all.csv,deleted,"Deleted by email"
julia@newsletter.zeffy.com,10182,REMOVE,remove-all.csv,deleted,"Deleted by email"
learn@send.zapier.com,10428,REMOVE,remove-all.csv,deleted,"Deleted by email"
mail-noreply@google.com,10543,REMOVE,remove-all.csv,deleted,"Deleted by email"
mail@e.adobe.com,10545,REMOVE,remove-all.csv,deleted,"Deleted by email"
mail@notice.alibaba.com,10547,REMOVE,remove-all.csv,deleted,"Deleted by email"
mailer-daemon@googlemail.com,10548,REMOVE,remove-all.csv,deleted,"Deleted by email"
mailer-daemon@mx0a-0017d801.pphosted.com,10549,REMOVE,remove-all.csv,deleted,"Deleted by email"
mailer-daemon@perfora.net,10550,REMOVE,remove-all.csv,deleted,"Deleted by email"
mailer@doodle.com,10551,REMOVE,remove-all.csv,deleted,"Deleted by email"
mailer@oncehub.com,10552,REMOVE,remove-all.csv,deleted,"Deleted by email"
,10638,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10641,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10642,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10643,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10645,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10646,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10647,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10648,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10649,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10650,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10660,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10661,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10669,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10670,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10673,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10677,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10679,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10680,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10742,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10746,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10769,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10773,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10793,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10803,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10804,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10805,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10827,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10832,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10839,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10840,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10847,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10849,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10904,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10925,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10949,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10962,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,10964,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
angielouisaire@tmail.com,10983,REMOVE,remove-all.csv,deleted,"Deleted by email"
,10994,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
zgillis@tmail.com,11006,REMOVE,remove-all.csv,deleted,"Deleted by email"
,11013,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11019,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11022,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11131,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11135,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11137,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11158,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11161,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11164,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11170,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11181,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11183,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11217,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11218,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11226,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11228,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11239,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11247,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11248,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11249,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11253,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11256,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11257,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11261,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11268,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11273,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11292,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11298,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11299,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11303,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11304,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11312,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11322,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11324,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11325,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11327,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11328,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11329,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11330,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11340,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11341,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11357,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11358,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11398,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11399,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11401,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11403,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11404,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11424,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
dimples1968@tmail.com,11441,REMOVE,remove-all.csv,deleted,"Deleted by email"
,11442,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11445,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11451,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11452,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11456,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11465,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11468,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11472,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11504,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11507,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11508,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11509,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11510,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11521,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11524,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11525,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11526,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11527,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11528,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11558,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11583,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
pamaya1004@tmail.com,11584,REMOVE,remove-all.csv,deleted,"Deleted by email"
,11588,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11589,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11600,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11601,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11604,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11608,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11627,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11630,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11631,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11633,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11676,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11700,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
acerisier@tmail.com,11743,REMOVE,remove-all.csv,deleted,"Deleted by email"
,11846,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11847,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11848,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11849,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11854,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11857,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11860,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11863,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11864,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11865,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11869,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
deedee@tmail.com,11876,REMOVE,remove-all.csv,deleted,"Deleted by email"
,11878,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11894,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11897,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11898,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
testsms.check@test.com,11917,REMOVE,remove-all.csv,deleted,"Deleted by email"
,11941,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,11945,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
rugby_vergara@tmail.com,11987,REMOVE,remove-all.csv,deleted,"Deleted by email"
,12016,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,12024,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,12048,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,12119,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,12133,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
,12190,REMOVE,remove-all.csv,deleted,"Deleted by contact id"
media@harmony4all.org,1,REVIEW,review-all.csv,skipped,"Protected domain: harmony4all.org"
media@gatesfoundation.org,1001,REVIEW,review-all.csv,deleted,"Deleted by email"
inquiries@mellon.org,1251,REVIEW,review-all.csv,deleted,"Deleted by email"
media@kresge.org,1316,REVIEW,review-all.csv,deleted,"Deleted by email"
inquiries@musicmanfoundation.org,1319,REVIEW,review-all.csv,deleted,"Deleted by email"
administrator@grantinterface.com,7087,REVIEW,review-all.csv,deleted,"Deleted by email"
news@team.semrush.com,7472,REVIEW,review-all.csv,deleted,"Deleted by email"
business@t-mobile.com,7749,REVIEW,review-all.csv,deleted,"Deleted by email"
business@us.lili.co,7751,REVIEW,review-all.csv,deleted,"Deleted by email"
onboarding@nextiva.com,8012,REVIEW,review-all.csv,deleted,"Deleted by email"
events@fundraiseup.com,9155,REVIEW,review-all.csv,deleted,"Deleted by email"
events@techsoup.org,9161,REVIEW,review-all.csv,deleted,"Deleted by email"
team@a360.com,9268,REVIEW,review-all.csv,deleted,"Deleted by email"
team@anotherzero.com,9270,REVIEW,review-all.csv,deleted,"Deleted by email"
team@covve.com,9272,REVIEW,review-all.csv,deleted,"Deleted by email"
team@mail.goodstack.io,9276,REVIEW,review-all.csv,deleted,"Deleted by email"
team@mail.vapi.ai,9278,REVIEW,review-all.csv,deleted,"Deleted by email"
team@samcart.com,9280,REVIEW,review-all.csv,deleted,"Deleted by email"
team@theshareway.com,9282,REVIEW,review-all.csv,deleted,"Deleted by email"
team@typeset.com,9284,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@account.blinkist.com,9615,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@breakoutclips.com,9617,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@creativemarket.com,9619,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@fundraising.ai,9627,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@hiya.com,9629,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@instrumentl.com,9631,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@mail.blinkist.com,9633,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@mail.grammarly.com,9635,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@mail.idealist.org,9637,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@namecheap.com,9639,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@nonprofitmegaphone.org,9641,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@pledge.to,9643,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@storyraise.com,9645,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@students.udemy.com,9647,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@team-wonder.com,9649,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@writeepicgrants.com,9651,REVIEW,review-all.csv,deleted,"Deleted by email"
hi@nysad65.com,9669,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@risingtideeffect.org,10632,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@cayenapress.org,10784,REVIEW,review-all.csv,deleted,"Deleted by email"
partners@speakhire.org,11855,REVIEW,review-all.csv,deleted,"Deleted by email"
hello@calmcitynyc.com,12061,REVIEW,review-all.csv,deleted,"Deleted by email"
